record_offset,name,extras,subtype,version,size,data_offset
0,SYSTEM.VIN,1,,1,151,17
168,SYSTEM.RES,1,,1,742,185
927,VM.OVL,RES 1,RES,1,14734,944
15678,SX.OVL,RES 1,RES,1,44116,15695
59811,TIM2.SX,ES 1,ES,1,194734,59828
254562,PARTTEMP.PAL,,,,784,254579
255363,TTLDARK.PAL,,,,784,255380
256164,SIERRA03.PAL,,,,784,256181
256965,SIERRA04.PAL,,,,784,256982
257766,SIERRA05.PAL,,,,784,257783
258567,BLACK.PAL,AL,,AL,809,258584
259393,SIERRA.PAL,L,,L,784,259410
260194,SIERRA06.PAL,,,,784,260211
260995,SIERRA07.PAL,,,,784,261012
261796,SIERRA08.PAL,,,,784,261813
262597,SIERRA09.PAL,,,,784,262614
263398,SIERRA10.PAL,,,,784,263415
264199,SIERRA11.PAL,,,,784,264216
265000,SIERRA12.PAL,,,,784,265017
265801,SIERRA13.PAL,,,,784,265818
266602,SIERRA14.PAL,,,,784,266619
267403,SIERRA15.PAL,,,,784,267420
268204,SIERRA16.PAL,,,,784,268221
269005,SIERRA17.PAL,,,,784,269022
269806,SIERRA00.PAL,,,,784,269823
270607,TIM2.PAL,PAL,,PAL,784,270624
271408,TTLLITE.PAL,,,,784,271425
272209,TITLE.PAL,L,,L,784,272226
273010,SIERRA02.PAL,,,,784,273027
273811,TIM.PAL,.PAL,,.PAL,784,273828
274612,TTLMED.PAL,L,,L,784,274629
275413,SIERRA01.PAL,,,,784,275430
276214,INFO.ITF,PAL,,PAL,332,276231
276563,PROG87.ITF,L,,L,1306,276580
277886,HELP.ITF,F L,F,L,489,277903
278392,BINSOLVE.ITF,,,,489,278409
278898,LOADSAVE.ITF,,,,300,278915
279215,MUSICBOX.ITF,,,,739,279232
279971,GOALBAR.ITF,,,,145,279988
280133,PUZZDISP.ITF,,,,449,280150
280599,PARTSBIN.ITF,,,,620,280616
281236,HINT.ITF,ITF,,ITF,345,281253
281598,CNTRLPNL.ITF,,,,432,281615
282047,USERPREF.ITF,,,,598,282064
282662,SIGNIN.ITF,F,,F,375,282679
283054,PUZZSOLV.ITF,,,,275,283071
283346,SOLVE.ITF,TF,,TF,1107,283363
284470,GENERIC.ITF,,,,264,284487
284751,GOALHBAR.ITF,,,,452,284768
285220,DOSADV.ITF,F,,F,372,285237
285609,HEDTOHED.ITF,,,,709,285626
286335,PROG71.ITF,F,,F,212,286352
286564,PROG58.ITF,F,,F,212,286581
286793,PROG108.ITF,,,,313,286810
287123,PROG127.ITF,,,,212,287140
287352,PROG136.ITF,,,,212,287369
287581,PROG137.ITF,,,,212,287598
287810,PROG27.ITF,,,,212,287827
288039,CREDITS.ITF,,,,278,288056
288334,GRAVITY.ITF,,,,546,288351
288897,DOSBIN.ITF,,,,565,288914
289479,DOSBOX.ITF,,,,578,289496
290074,DOSDIR.ITF,,,,222,290091
290313,TOUR.ITF,F,,F,447,290330
290777,PROG4.ITF,,,,212,290794
291006,MAINMENU.ITF,,,,611,291023
291634,PROG54.ITF,F,,F,212,291651
291863,PROG81.ITF,F,,F,212,291880
292092,PROG63.ITF,F,,F,212,292109
292321,PROG80.ITF,F,,F,212,292338
292550,HTLOCK.ITF,F,,F,287,292567
292854,PROG96.ITF,F,,F,212,292871
293083,MAINMENU.ANM,,,,10988,293100
304088,PROFESR2.ANM,,,,31941,304105
336046,BUTTONS.ANM,,,,1670,336063
337733,CNTRLPNL.ANM,,,,1375,337750
339125,GOALBAR.ANM,,,,2238,339142
341380,PART0.ANM,M,,M,244,341397
341641,PART54.ANM,,,,4061,341658
345719,PART46.ANM,,,,537,345736
346273,PART82.ANM,,,,781,346290
347071,PARTSBIN.ANM,,,,1761,347088
348849,PART1.ANM,NM,,NM,536,348866
349402,PART2.ANM,NM,,NM,148,349419
349567,PART4.ANM,NM,,NM,687,349584
350271,PART86.ANM,M,,M,177,350288
350465,PART5.ANM,M,,M,768,350482
351250,PART6.ANM,M,,M,1155,351267
352422,PART7.ANM,M,,M,152,352439
352591,PART8.ANM,M,,M,52,352608
352660,PART9.ANM,M,,M,464,352677
353141,PART10.ANM,M,,M,77,353158
353235,PART11.ANM,M,,M,117,353252
353369,PART13.ANM,M,,M,2157,353386
355543,PART14.ANM,M,,M,177,355560
355737,PART15.ANM,M,,M,11069,355754
366823,PART16.ANM,M,,M,137,366840
366977,PART17.ANM,M,,M,105,366994
367099,PART18.ANM,M,,M,8818,367116
375934,PART19.ANM,M,,M,952,375951
376903,PART20.ANM,M,,M,221,376920
377141,PART21.ANM,M,,M,465,377158
377623,PART23.ANM,M,,M,203,377640
377843,PART55.ANM,M,,M,457,377860
378317,PART24.ANM,M,,M,4469,378334
382803,PART25.ANM,M,,M,209,382820
383029,PART26.ANM,M,,M,2348,383046
385394,PART27.ANM,M,,M,657,385411
386068,PART28.ANM,M,,M,245,386085
386330,PART29.ANM,M,,M,777,386347
387124,PART30.ANM,M,,M,77,387141
387218,PART31.ANM,M,,M,8235,387235
395470,PART32.ANM,M,,M,217,395487
395704,PART33.ANM,M,,M,297,395721
396018,PART34.ANM,M,,M,481,396035
396516,PART35.ANM,M,,M,401,396533
396934,PART36.ANM,M,,M,5196,396951
402147,PART37.ANM,M,,M,523,402164
402687,PART38.ANM,M,,M,345,402704
403049,PART39.ANM,M,,M,389,403066
403455,PART40.ANM,M,,M,453,403472
403925,PART41.ANM,M,,M,153,403942
404095,PART42.ANM,M,,M,1549,404112
405661,PART43.ANM,M,,M,203,405678
405881,PART44.ANM,M,,M,245,405898
406143,PART45.ANM,M,,M,400,406160
406560,PART47.ANM,M,,M,149,406577
406726,PART48.ANM,M,,M,973,406743
407716,PART50.ANM,M,,M,2453,407733
410186,PART51.ANM,M,,M,3137,410203
413340,PART52.ANM,M,,M,77,413357
413434,PART53.ANM,M,,M,635,413451
414086,PART56.ANM,M,,M,493,414103
414596,PART94.ANM,M,,M,149,414613
414762,PART58.ANM,M,,M,6615,414779
421394,PART60.ANM,M,,M,781,421411
422192,PART61.ANM,M,,M,2529,422209
424738,PART62.ANM,M,,M,1207,424755
425962,PART63.ANM,M,,M,497,425979
426476,PART66.ANM,M,,M,305,426493
426798,PART65.ANM,M,,M,817,426815
427632,PART67.ANM,M,,M,1685,427649
429334,PART69.ANM,M,,M,193,429351
429544,PART80.ANM,M,,M,5496,429561
435057,PART73.ANM,M,,M,485,435074
435559,PART71.ANM,M,,M,349,435576
435925,PROFESOR.ANM,,,,805,435942
436747,INFO109.ANM,,,,328,436764
437092,PART78.ANM,,,,2159,437109
439268,HEDTOHED.ANM,,,,1551,439285
440836,PART74.ANM,M,,M,313,440853
441166,PART68.ANM,M,,M,245,441183
441428,PART70.ANM,M,,M,4542,441445
445987,PART76.ANM,M,,M,77,446004
446081,PART77.ANM,M,,M,177,446098
446275,PART75.ANM,M,,M,1088,446292
447380,PART89.ANM,M,,M,709,447397
448106,PART90.ANM,M,,M,601,448123
448724,PART3.ANM,M,,M,160,448741
448901,PART110.ANM,,,,74,448918
448992,PART111.ANM,,,,74,449009
449083,PART112.ANM,,,,74,449100
449174,PART113.ANM,,,,74,449191
449265,PART114.ANM,,,,74,449282
449356,PART115.ANM,,,,78,449373
449451,PART72.ANM,,,,341,449468
449809,PART103.ANM,,,,78,449826
449904,PART107.ANM,,,,194,449921
450115,PART98.ANM,,,,77,450132
450209,PART59.ANM,,,,133,450226
450359,PART108.ANM,,,,1640,450376
452016,PART118.ANM,,,,614,452033
452647,PART120.ANM,,,,210,452664
452874,PART83.ANM,,,,541,452891
453432,PART104.ANM,,,,78,453449
453527,PART105.ANM,,,,78,453544
453622,PART106.ANM,,,,78,453639
453717,PART81.ANM,,,,2581,453734
456315,PART79.ANM,,,,590,456332
456922,HANDLES.ANM,,,,3920,456939
460859,PART84.ANM,,,,661,460876
461537,PART125.ANM,,,,538,461554
462092,PART102.ANM,,,,150,462109
462259,PART97.ANM,,,,201,462276
462477,PART100.ANM,,,,150,462494
462644,PART126.ANM,,,,150,462661
462811,PART211.ANM,,,,78,462828
462906,PART117.ANM,,,,1522,462923
464445,PART99.ANM,,,,149,464462
464611,PART91.ANM,,,,969,464628
465597,PART92.ANM,,,,985,465614
466599,PART93.ANM,,,,969,466616
467585,PART109.ANM,,,,1099,467602
468701,PART95.ANM,,,,6275,468718
474993,PART96.ANM,,,,1097,475010
476107,PART88.ANM,,,,545,476124
476669,PART172.ANM,,,,78,476686
476764,PART173.ANM,,,,78,476781
476859,PART174.ANM,,,,78,476876
476954,PART87.ANM,,,,581,476971
477552,CREDITS.ANM,,,,246,477569
477815,PART132.ANM,,,,78,477832
477910,PART133.ANM,,,,78,477927
478005,PART131.ANM,,,,78,478022
478100,PART128.ANM,,,,78,478117
478195,PART134.ANM,,,,78,478212
478290,PART135.ANM,,,,78,478307
478385,PART136.ANM,,,,421,478402
478823,PART101.ANM,,,,150,478840
478990,PART119.ANM,,,,498,479007
479505,PART12.ANM,,,,7905,479522
487427,PART207.ANM,,,,78,487444
487522,PART208.ANM,,,,78,487539
487617,LOADSAVE.ANM,,,,917,487634
488551,INFO76.ANM,M,,M,77,488568
488645,SOLVE.ANM,M,,M,540,488662
489202,PART148.ANM,,,,398,489219
489617,PART85.ANM,,,,901,489634
490535,PART116.ANM,,,,110,490552
490662,PART57.ANM,,,,149,490679
490828,PROGPART.ANM,,,,10336,490845
501181,INFO11.ANM,M,,M,77,501198
501275,INFO16.ANM,M,,M,795,501292
502087,INFO18.ANM,M,,M,1608,502104
503712,INFO19.ANM,M,,M,1770,503729
505499,PART137.ANM,,,,2918,505516
508434,INFO5.ANM,M,,M,1130,508451
509581,PART138.ANM,,,,275,509598
509873,INFO23.ANM,,,,725,509890
510615,INFO58.ANM,,,,356,510632
510988,PART139.ANM,,,,162,511005
511167,INFO55.ANM,,,,518,511184
511702,INFO81.ANM,,,,763,511719
512482,INFO148.ANM,,,,306,512499
512805,INFO61.ANM,,,,533,512822
513355,INFO88.ANM,,,,749,513372
514121,INFO4.ANM,,,,7478,514138
521616,INFO15.ANM,,,,13909,521633
535542,INFO0.ANM,,,,472,535559
536031,INFO100.ANM,,,,90,536048
536138,INFO20.ANM,,,,77,536155
536232,INFO35.ANM,,,,481,536249
536730,INFO52.ANM,,,,77,536747
536824,INFO63.ANM,,,,1231,536841
538072,SIGN_IN.ANM,,,,288,538089
538377,PART121.ANM,,,,78,538394
538472,PART122.ANM,,,,78,538489
538567,INFO1.ANM,M,,M,76,538584
538660,INFO12.ANM,,,,1097,538677
539774,INFO13.ANM,,,,749,539791
540540,INFO24.ANM,,,,185,540557
540742,INFO2.ANM,,,,116,540759
540875,INFO22.ANM,,,,528,540892
541420,INFO26.ANM,,,,297,541437
541734,INFO27.ANM,,,,3125,541751
544876,INFO30.ANM,,,,699,544893
545592,INFO29.ANM,,,,433,545609
546042,PART64.ANM,,,,143,546059
546202,PART22.ANM,,,,853,546219
547072,INFO3.ANM,,,,88,547089
547177,INFO6.ANM,,,,1442,547194
548636,INFO7.ANM,,,,752,548653
549405,INFO9.ANM,,,,76,549422
549498,INFO14.ANM,,,,1029,549515
550544,INFO17.ANM,,,,77,550561
550638,INFO21.ANM,,,,840,550655
551495,INFO25.ANM,,,,683,551512
552195,INFO28.ANM,,,,77,552212
552289,INFO31.ANM,,,,281,552306
552587,INFO32.ANM,,,,281,552604
552885,INFO33.ANM,,,,729,552902
553631,INFO34.ANM,,,,521,553648
554169,INFO36.ANM,,,,3638,554186
557824,INFO37.ANM,,,,741,557841
558582,INFO38.ANM,,,,928,558599
559527,INFO39.ANM,,,,655,559544
560199,INFO40.ANM,,,,517,560216
560733,INFO42.ANM,,,,1527,560750
562277,INFO43.ANM,,,,1407,562294
563701,INFO44.ANM,,,,77,563718
563795,INFO45.ANM,,,,3378,563812
567190,INFO46.ANM,,,,641,567207
567848,INFO47.ANM,,,,1235,567865
569100,INFO50.ANM,,,,649,569117
569766,INFO51.ANM,,,,451,569783
570234,INFO53.ANM,,,,843,570251
571094,INFO54.ANM,,,,4143,571111
575254,INFO56.ANM,,,,77,575271
575348,INFO57.ANM,,,,789,575365
576154,INFO59.ANM,,,,77,576171
576248,INFO62.ANM,,,,349,576265
576614,INFO64.ANM,,,,77,576631
576708,INFO65.ANM,,,,3291,576725
580016,INFO66.ANM,,,,1150,580033
581183,INFO68.ANM,,,,77,581200
581277,INFO69.ANM,,,,205,581294
581499,INFO70.ANM,,,,3478,581516
584994,INFO71.ANM,,,,103,585011
585114,INFO73.ANM,,,,77,585131
585208,INFO74.ANM,,,,329,585225
585554,INFO75.ANM,,,,1155,585571
586726,INFO77.ANM,,,,849,586743
587592,INFO78.ANM,,,,4296,587609
591905,INFO79.ANM,,,,1020,591922
592942,INFO80.ANM,,,,1008,592959
593967,INFO82.ANM,,,,153,593984
594137,INFO83.ANM,,,,77,594154
594231,INFO84.ANM,,,,77,594248
594325,INFO86.ANM,,,,1059,594342
595401,INFO87.ANM,,,,465,595418
